baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SLC25A5	66.599677228525	0.705377419989797	0.249217351413719	2.83037042159565	0.00464941401847177	0.0174041495569357
CCDC109B	8.32742708951251	0.967987833799396	0.221241036462665	4.37526351022473	1.21285871700444e-05	0.000127490325265585
HOXA11	0.670442186587621	-1.19858835455502	1.04382025030367	-1.14827083897474	0.250856773438931	0.380829666923594
POLR2J	18.704571194501	1.01455083491003	0.254490737654384	3.98659237762854	6.70290372270978e-05	0.000524411824446858
DHX33	6.87252192716166	0.261238661638882	0.192277455780164	1.3586546617174	0.174256045210872	0.29322603591709
MEOX1	4.80159868327011	-1.95526309229423	0.292286702154509	-6.68953831249096	2.23875769590091e-11	1.18240269905355e-09
THSD7A	2.5578034297005	-1.31595916865921	0.351720115610068	-3.74149532612499	0.000182928580264367	0.00122135920002997
LIG3	24.8073599596829	0.0806794782248477	0.195835619043758	0.41197550587986	0.680357376545102	0.767462658376183
RPAP3	4.99182989084726	-0.438659900474981	0.243175516603599	-1.80388184880487	0.0712498310473654	0.150945569033492
ACSM3	4.87041697050249	-0.552678510158438	0.321698046849343	-1.71800393434551	0.0857958976536898	0.173515140004325
AC004381.6	4.88593057670652	-0.119791968230691	0.320749209717722	-0.373475489888547	0.708794584068144	0.789682914331639
CIAPIN1	15.8845424287854	0.444170811187699	0.191253089337628	2.3224242427979	0.0202101032420507	0.0566213219359384
FAM214B	10.3821774878518	0.230032872362293	0.177018801023085	1.29948271614547	0.193778321200182	0.317325885550585
COPZ2	11.7673796061297	-0.351775459760519	0.251686970455898	-1.39767052352104	0.162212029777853	0.279010018378162
PRKAR2B	6.75734800025852	-1.70107183167618	0.408530332021455	-4.16388135309092	3.12882746646096e-05	0.000278011507446378
MSL3	12.0217970700855	0.00162425986714852	0.194480467218439	0.00835178920731495	0.993336313804492	0.99587154765692
CREBBP	56.890171405199	-0.337992094552025	0.174332399129409	-1.93877957419222	0.0525281843251681	0.119743634605431
BZRAP1	27.2749993385791	-0.0283620684533657	0.232358821803632	-0.122061509148702	0.90285030513054	0.934880691044886
MPO	0.9408446661595	-1.41555617015517	0.938105084446594	-1.50895266812272	0.131310878941472	0.239075571885039
PON1	0.796718271193847	-2.25109298828388	0.735353649520644	-3.06123861593847	0.00220423353921414	0.00956961164676089
GCFC2	8.1323107171037	0.495644278692528	0.173303167065627	2.85998396385241	0.00423662430696429	0.0161801805363199
WDR54	11.6429718939926	0.391620074029378	0.17314250569928	2.26183670178343	0.0237074943524869	0.0642894874178255
CROT	6.05119322151066	-0.856937553661246	0.347605683633812	-2.46525760080492	0.0136914779284608	0.0414167310622104
ABCB4	2.43842214832255	-2.27947697261443	0.492642133558662	-4.62704429308216	3.70921209678886e-06	4.65759171517495e-05
KMT2E	40.1313631078047	-0.156107595879079	0.179652036243257	-0.868944205384358	0.384877649168999	0.51043596223405
RHBDD2	30.7393033231782	0.0391041940300027	0.247978064711628	0.157692149406346	0.87469938695818	0.915124385635264
SOX8	5.66790279102259	0.293271475095946	0.462183794147864	0.634534310396269	0.525732182708079	0.637676442905168
IBTK	9.1912412342386	-0.282526170107268	0.181715221204132	-1.55477437847592	0.119999813244117	0.224132516355273
ZNF195	18.1723187223549	0.427481536119594	0.138792152863931	3.08001228670822	0.0020699205566979	0.00909751797122118
MYCBP2	43.4803398519945	-0.274008445231766	0.201459109695984	-1.36011940907147	0.173792140011722	0.292689201545909
FBXL3	15.7157036594134	-0.201540429331239	0.190256354312691	-1.05930984570429	0.289458692466394	0.420376157009463
ITGAL	35.7644837627719	0.548954138853439	0.18617332812861	2.94861860381105	0.0031919763284501	0.0129040981288436
PDK2	27.3985479502632	-0.651304991447409	0.215453121723167	-3.02295453525275	0.0025031984767421	0.0106301367745433
ITGA3	47.4673096545863	-0.463475375844072	0.154051137803643	-3.00858132209857	0.00262470546540961	0.0110367577052404
ZFX	20.4549026840654	0.0916442091543021	0.148401927161738	0.617540559661481	0.536878237088931	0.647281741819285
LAMP2	23.1794179244718	0.525751374644269	0.212236291689239	2.47719827019069	0.0132418318955387	0.0403351761535352
GGNBP2	24.6396994396069	-0.00275006344506899	0.138678289355386	-0.0198305261613193	0.984178566312602	0.990055908670503
ITGA2B	4.63012757068722	-0.64713887522003	0.348574585787348	-1.85652913782654	0.0633781737933396	0.138008333354085
ASB4	1.63282140321249	-2.69777122155614	0.600555034633687	-4.49212988981379	7.05143930124435e-06	8.04811670853283e-05
GDE1	12.8494154726736	0.249500286422981	0.169353264665192	1.47325347944274	0.14068269954199	0.251285742692708
C19orf60	50.6019287985814	0.258644601515311	0.135751875471262	1.90527460941093	0.0567443841798004	0.127010930048199
CRLF1	14.4551090173672	0.350910241460224	0.325599349047538	1.07773631147214	0.281151448876816	0.411896703074775
OSBPL7	10.2450631236678	0.20303358504211	0.204846541804194	0.991149683337992	0.321612495793233	0.452635108325687
TMEM98	43.6062032354423	-0.129831797098655	0.207060542585022	-0.627023359824068	0.530643922888433	0.641817381875771
YBX2	6.63521660563789	0.217273646485977	0.349351517553245	0.621934171082746	0.533985154749947	0.644700652674025
ABCC8	4.62403355773151	-2.58366748581375	0.469625258217394	-5.50155137656106	3.76463875708934e-08	8.83963434183306e-07
CCL18	5.54716881238367	1.03710498493695	0.452751115665821	2.29067350482785	0.0219823041268041	0.0605693912481209
CCL3	8.11817307538979	0.779248702334498	0.27390788946285	2.84492974577202	0.00444212193319776	0.0168117641610686
SYNRG	16.9322136024075	0.0130413792931577	0.12700368942958	0.102685042865536	0.918212944951215	0.945285562492774
CACNG3	0.370729693713445	-2.01462461866914	2.17319386650015	-0.927034007285151	0.353908877797523	0.48267283116617
TMEM132A	77.6382125958037	1.92635902119997	0.249561974976066	7.7189604761892	1.17282260723247e-14	1.52507381099092e-12
AP2B1	27.6877588276096	-0.0293613469094412	0.188589549215122	-0.155689151554994	0.876278048698425	0.916170711334635
TAC1	2.3747367389872	-3.74127155675832	0.557344861136794	-6.71266897325903	1.91096308019464e-11	1.02946311077343e-09
ZNF263	21.3087257799608	0.0671723328866584	0.131214975903462	0.511925810481255	0.608702933432197	0.709289575933582
CX3CL1	35.7928474909442	-0.372051920631634	0.313711284020384	-1.1859692002901	0.2356344629573	0.364439980236231
SPATA20	36.5723034122138	0.0199900750110138	0.206530062221487	0.0967901466546598	0.922893049024125	0.94849822519077
CACNA1G	3.61664451215247	-3.48291176128309	0.407895569274128	-8.53873398890092	1.35700370837338e-17	3.66454768064718e-15
TNFRSF12A	58.1396059034182	1.17003373628683	0.341174423889757	3.42942980000431	0.000604850877052546	0.00331236226744866
DLX6	1.69631441776338	0.0877969928748282	0.976326053324307	0.0899258936867319	0.928346104323925	0.952069218069023
MAP3K9	7.15591279202574	0.101001708286972	0.212901126704817	0.47440664053887	0.635209958572978	0.731186914643393
RALA	12.1862713684839	0.14954042327479	0.139797461827235	1.0696934073066	0.284757334811967	0.415436715482256
BAIAP2L1	16.5283976438904	0.77097554096772	0.179760980762187	4.28889260449504	1.79566167089672e-05	0.000175153651343806
KDM7A	11.9983960763964	-0.0823628481217588	0.262706271797149	-0.313516870222862	0.753888005707469	0.826187640082205
ETV1	6.12631092288246	-0.73922974826842	0.299184209603496	-2.47081805971013	0.0134804383352983	0.040927270437548
AGK	13.0309196371242	0.168430518639182	0.21033653896305	0.800766806706704	0.42326665860056	0.545352798135408
ALDH3B1	9.01160983130504	0.608330269979986	0.203694577267955	2.98648239996955	0.00282207082120033	0.0116945374359851
TTC22	8.79158963317349	0.0743770906540585	0.206582632772752	0.360035544400656	0.718820552877353	0.797927128862684
PHTF2	7.92444025235855	-0.125187138780467	0.203741664892265	-0.614440540900967	0.53892425287506	0.648918627495961
CCL26	0.585348688667535	-0.878377429293422	0.834702970970643	-1.0523233531468	0.29265122080398	0.423772273117199
FARP2	33.9676793323393	-0.235831490655546	0.118220606246207	-1.99484250794994	0.0460600595603905	0.108192652673622
USH1C	1.16211269537458	-2.73578216130824	0.842886446040899	-3.24573039957923	0.00117149725107987	0.00570751255113749
GGCT	18.2187612645405	0.219732198727259	0.26678208264629	0.823639265979451	0.410144557996911	0.533922940670031
DBF4	7.15467255879445	0.291139137688354	0.290810060359925	1.00113158852903	0.316763195112117	0.447819602897126
TBXA2R	43.5984830141447	-0.525508599312947	0.380701694552028	-1.3803684271259	0.167473236215518	0.285274900067179
IFRD1	24.4211551662616	-0.522932306875166	0.249526858444454	-2.09569546995909	0.0361092139766218	0.0896312835083207
LGALS14	0.295627575207304	-0.953349200717103	1.45758099706163	-0.654062589069823	0.513071482662231	NA
COX10	5.36521215903787	-0.298441589991271	0.18738916445594	-1.592629919973	0.111243237337433	0.211611303470267
GTF2IRD1	14.1184200384476	0.697228799346666	0.164221890357312	4.24565079496798	2.17959863970689e-05	0.000205136260268356
PAF1	25.6065141289979	-0.416290232102438	0.220081907076812	-1.89152410405616	0.0585544164589226	0.130055780696547
VPS41	21.3775674462283	-0.348971665636113	0.199853024320325	-1.74614152987138	0.0807863618878947	0.165712233833361
ARHGAP44	5.99641088331703	-0.389980989707652	0.223923844053501	-1.74157866642588	0.0815821970256228	0.166999492445784
ELAC2	36.1647219875551	0.128877937547474	0.140696139358561	0.916001946713208	0.359665873865395	0.487106741253558
SCIN	2.33212922456874	-1.01913511486868	0.398398110026267	-2.55808220275313	0.0105251208998278	0.0335051755134652
ARSD	26.5484638837801	0.328277071955629	0.159997285957658	2.05176650335497	0.0401923601225311	0.0971951536780172
PNPLA4	5.4795102994891	-0.625876498089122	0.240872657981473	-2.59837087087427	0.00936672671196243	0.0305183397535946
MYH13	0.606837045971809	-0.961983631034899	0.589396306296014	-1.6321507630076	0.102647730156111	0.198769944756441
ADIPOR2	14.0800600170812	0.11847282940404	0.199048345731485	0.595196252290683	0.551712295135187	0.660417305933859
CDKL3	16.7164859027325	-1.30663423781993	0.30933631860293	-4.22399233210361	2.40012218999819e-05	0.000221400703974637
UPP2	0.612095807614765	-2.0528613852868	0.727300931577347	-2.82257494271955	0.00476396862767292	0.0177665801762437
PRSS21	2.65281671818355	-0.709296012505259	0.471190375266304	-1.50532788812671	0.132239798651785	0.24014074964648
MARK4	23.1050281120556	0.0623427563640755	0.174381694420428	0.357507458401965	0.720711943645072	0.799542462781115
PROM1	33.9992865657205	1.24471496050097	0.373377526128247	3.33366331232651	0.000857103386642163	0.00443487496024643
CCDC124	23.4779309716246	0.419954269522221	0.202743270443193	2.07135984639198	0.0383251803708767	0.0936886597177463
CEACAM21	3.36199968759419	-0.758564967068018	0.418334707047183	-1.81329675565853	0.0697860634302353	0.148679799545433
PAFAH1B1	43.1108345234373	-0.115483312308671	0.17148281607421	-0.673439560607026	0.50066768762156	0.616717139224179
NOS2	0.128076779382308	-0.576479478623478	2.93305416973352	-0.196545800132922	0.844182988349854	NA
DNAH9	3.35758091897987	-1.85291393431319	0.42006619329359	-4.41100465568332	1.02892105578504e-05	0.000110732343075496
KIAA0100	62.2730662267855	0.287650682278398	0.179119495181695	1.60591498980394	0.108292589520454	0.207105870312218
SLC13A2	3.00078324651457	-1.82735539705287	0.492514705365345	-3.71025550536069	0.000207050174367341	0.00135565894795031
GAS7	28.2593896534283	-1.27419677139637	0.207744620086224	-6.13347662561619	8.59790563345983e-10	3.07033164240313e-08
TRAPPC6A	18.7594131866535	0.787908667554212	0.300817036728286	2.61922887122212	0.00881287977206398	0.0290857427100064
MATK	6.40253996683461	-0.447944296473103	0.323347555174027	-1.38533379735009	0.165950423878942	0.283603303021612
CEACAM7	0.714025368840041	-1.38771792126491	1.33744098348407	-1.03759189257822	0.299460094000698	0.431049703976118
CD79B	7.67321710534644	0.0164837548502895	0.398547324082209	0.0413595923351108	0.967009225859768	0.978372985275055
SCN4A	2.56574668544501	-2.4710096011852	0.467073215485626	-5.29041169405536	1.22041335238684e-07	2.4636931219758e-06
ST7L	14.0151985778898	0.273513315849117	0.201799883792979	1.35536904535439	0.175300006807981	0.294535878485518
TKTL1	1.00776890158694	-2.84409480225812	0.954104986139899	-2.98090340536287	0.00287399430077997	0.011873173212359
PAX6	4.02140895882343	-0.314815756956012	0.689837530392098	-0.45636217672453	0.648129559616492	0.741219315009945
RPUSD1	17.0045744700715	1.14261215260458	0.217057358855027	5.26410234894518	1.40875957545553e-07	2.80487452958966e-06
RHBDF1	47.5740189168573	0.334425989461006	0.205013878286478	1.63123585708521	0.102840561977882	0.199058719321409
LUC7L	43.1082788007793	0.0904029843350883	0.157359901540795	0.574498226358205	0.565630700429561	0.672868571394283
CACNA2D2	2.66406894243877	-1.34893241548797	0.298668667567366	-4.51648452606336	6.2874709384796e-06	7.2871198888959e-05
BAIAP3	6.04250685771291	-0.797570414354729	0.261762983206323	-3.04691826393986	0.00231200568778283	0.00994816687429149
TSR3	21.8579583481638	0.785442433315076	0.226955410970758	3.46077861706622	0.000538615551134902	0.00301174265025165
PIGQ	51.2281714825844	0.744330263365389	0.198489589339489	3.74997129996734	0.000176854810505957	0.00118965303321078
CRAMP1L	20.0453581118278	0.576874387646996	0.220251100094343	2.6191668845236	0.00881448141463346	0.0290859375346367
TEAD3	23.8617258219104	0.321618970777547	0.258260714329946	1.24532672966534	0.21301167411646	0.340194402461957
SELE	3.74921719127141	-0.998303824238178	0.356032655278419	-2.80396702223143	0.00504780678074866	0.0186182309958951
DNAJC11	17.4284093083034	0.23004038986258	0.186275816252297	1.2349450105268	0.216850970280844	0.344574839427382
FMO3	7.22869215617568	-0.825777585914254	0.301830786337001	-2.73589581744075	0.0062210718413622	0.0219783229471397
MYLIP	17.0427229149124	-0.39154648666253	0.242757499478649	-1.61291201097154	0.106763625348023	0.204883598366976
E2F2	5.6754683279308	0.502412487517308	0.30267527563866	1.65990593865717	0.0969333765885669	0.190422881389605
PSMB1	29.7068666155588	0.413289701030617	0.247384026154421	1.67064020848555	0.0947927654510915	0.187173273911439
SYN1	0.659286693298205	-0.684280412541478	0.570698591888213	-1.19902243017188	0.230519224013779	0.359154324509986
JARID2	12.2183552236839	0.223220609243977	0.223474615691912	0.998863376732301	0.31786087957902	0.448832987677856
CDKL5	4.16573697092758	0.2306944575188	0.22944584876468	1.00544184504031	0.314684139096322	0.445749338341307
CAMK1G	0.482286233414984	-0.644465364531455	0.718419834245676	-0.897059537906729	0.369687148035367	0.4968247452749
CDK11A	45.1248839246338	-0.253128300716623	0.160571166368743	-1.57642437581432	0.114928034398916	0.217218132376861
NADK	44.0306792834481	0.333624302726541	0.195450674900047	1.70694883963515	0.0878315619109527	0.176585506502347
TFAP2B	13.58829022846	0.630010284470801	0.553221171789077	1.13880364056457	0.254785063027688	0.384841173066335
TFAP2D	0.247013168248159	-1.45238784076718	2.59562517758668	-0.559552223991585	0.575784900228147	NA
DLEC1	4.42808850378472	-0.9421917135209	0.249047077616963	-3.78318718909042	0.000154832880281245	0.00106227757100228
CYTH3	22.9422519372234	-0.339118032323592	0.184105472148869	-1.8419769296666	0.0654785245380632	0.141403914805312
ADAM22	3.5988111065386	-1.3113054036501	0.262155603928071	-5.00201172129011	5.67351400484999e-07	9.38369355802163e-06
SYPL1	16.342619136959	0.0598296738869545	0.230223430269877	0.259876563461937	0.794958989963905	0.857246311453785
CYB561	54.1365600822134	1.27297081405739	0.227038995826889	5.60683775675257	2.06056649651427e-08	5.25026774213198e-07
SPAG9	47.7501720907057	-0.795261934665314	0.222540708960004	-3.57355711852361	0.000352164379191816	0.00210328139678863
CELSR3	3.903802806066	1.23022852109197	0.318961074619142	3.85698638167974	0.000114793555220615	0.000826119268581948
AASS	36.4715141082635	-0.288355884153886	0.356917344296139	-0.807906616929867	0.419144341859555	0.5418134521455
PLEKHG6	16.2974249527995	0.144033684334969	0.239335783097316	0.601805891584558	0.547303352942213	0.656617760226866
SS18L2	5.80403465482471	0.18245954698403	0.248114204773157	0.73538533253607	0.462104852060451	0.580990548510399
MPND	15.145059362571	0.960381921321393	0.274704942089055	3.49604893897414	0.00047220208738143	0.00268416350846453
MGST1	73.8367742761871	0.25656297308708	0.2510461944577	1.02197515338281	0.30679266037448	0.438159037370157
CRY1	16.1968163774727	-0.333922039629616	0.245227136162385	-1.36168470119269	0.173297411437639	0.292029912651415
PGLYRP1	1.5109049883857	-0.648062915323389	0.386929961665354	-1.67488429310078	0.0939569359383337	0.185717373636365
NFIX	102.823815483181	0.0195990487382961	0.26615334665408	0.0736381825916661	0.941298288285995	0.960971315481749
ST3GAL1	24.3502018185687	0.10937914994188	0.196017200704811	0.558007917410257	0.576838977742278	0.68237349522508
MMP25	11.4064838218879	-0.0958172663261711	0.197201374367281	-0.485885388139914	0.627048428858747	0.724136349098548
IL32	59.9192311105779	1.08640022646945	0.270294216583931	4.01932472029829	5.83651839533326e-05	0.000469486153344747
PKD1	282.303859199098	0.131637746143237	0.174747228173566	0.753303772077514	0.451267392618163	0.571086793390429
MAPK8IP2	5.91560543889636	0.96103313776168	0.27532927983986	3.49048651244302	0.000482141949078101	0.00273282578376582
MED24	54.3431965674644	0.0353886073084694	0.18203197061183	0.194408746933433	0.845855841518085	0.894682592383232
RHOBTB2	13.8600565589489	-0.486741135681592	0.21471838116084	-2.26688154525991	0.0233974628817613	0.0636409640270641
HEATR5B	8.29281304652229	-0.31757291158813	0.199708965046698	-1.5901785456345	0.11179456506309	0.212488560913766
SEC62	22.7304252818502	-0.881344455785378	0.265705400016263	-3.31699865991219	0.000909900529384236	0.00465315282927577
RPS20	409.412758820379	0.177136685318082	0.201456953566201	0.879278089846986	0.379250512670888	0.505620827605446
CSDE1	128.730767897126	-0.125503087515144	0.246065326025124	-0.510039709952184	0.610023641929254	0.710306661432476
UBE3C	25.4093932274486	0.199246278627029	0.133387410211394	1.49374126322163	0.135243258981716	0.244300739364095
REV3L	80.8946698995565	-1.10908412104728	0.262081516284601	-4.23182884764335	2.31798773470575e-05	0.00021519280520865
TENM1	1.10890297664843	-2.61163065444318	0.49267122211297	-5.3009604320756	1.15195055596959e-07	2.34811110624936e-06
PAX7	1.44534640477175	-1.77490143660232	1.32019454819987	-1.34442415250272	0.17881126797072	0.298970156742744
MASP2	3.58584365911751	-1.81071000108271	0.334189329536316	-5.41821608605832	6.01966356689942e-08	1.33060675913117e-06
IYD	10.2210042809663	-1.44643325163603	0.483085006638884	-2.99415885767134	0.00275202617098382	0.0114638446362292
FAM76A	6.47884738142256	-0.123877427302836	0.196519912705186	-0.630355599071905	0.52846195392898	0.639917162759677
TRAF3IP3	13.483042971009	0.472370461893364	0.268136063905925	1.76168194241522	0.0781230504716437	0.161993854244236
POMT2	30.3412296070176	0.127361202357193	0.141720740873394	0.898677226581609	0.368824610665059	0.495877640765095
VTA1	9.25456356244911	-0.0946757261737542	0.217617249144303	-0.435056166485103	0.663521659164923	0.753656679732207
MLXIPL	48.0776050450891	-0.714323090047041	0.369202700669635	-1.93477211502367	0.0530182663858257	0.120622023960085
BAZ1B	15.5159207400832	0.258573460703281	0.186005097700573	1.39014179664865	0.164485823401206	0.281581044944525
RANBP9	12.3858114857668	0.444977691253785	0.228888604237721	1.944079709585	0.0518858396695537	0.118611482416275
ETV7	3.21640579237883	1.22803763261487	0.325186543156879	3.7764097514405	0.000159105171296144	0.00108771863842959
SPRTN	7.85881189775592	0.410865835341483	0.198333509277822	2.07159060936067	0.0383036364233699	0.0936603637352663
METTL13	14.5373276706602	0.979029704997532	0.205360703268046	4.76736634330503	1.8664973741655e-06	2.6088071156331e-05
